count hate_speech offensive_language neither class tweet
3 0 3 0 1 " I guess its cool to just walk around with ya titties out in a seethru top Shit if these hoes aint trippin how can I"
3 0 3 0 1 " If I see a bitch walking around wearing what Rihanna had on ima grab a titty and hoe I dare you to get mad we can fight ab8230"
3 1 2 0 1 " Real niggas can handle anything including any bitch or any nigga"
3 0 0 3 2 " Coinckydink httptco53bnMFYQZA"
3 0 3 0 1 " Girls wanna hoe around and turn up but gone regret the shit afterwards"
3 0 3 0 1 " hell nahh If a bitch had respect for her own damn body she wouldnt wear that shit in public"
3 0 3 0 1 " Back in the G getting pregnant was a big deal now these bitches getting pregnant amp its like what else new "
3 2 1 0 0 " Only pussy niggas wouldnt fuck with a chick if she has stretch marks"
3 0 3 0 1 " When you think you sliden bitch you slippen amp I know the truth I KNOWW I KNOWW I KNOWW YOU KNOW THAT I KNOWW I KNOWW I8230"
3 0 2 1 1 " I am woman hear me bitch"
3 0 3 0 1 " Deletin emojis off a niggabitch contact name cos they dont mean shit to you anymore "
3 1 2 0 1 " LMFAOOOOOOOOOO LMAOOO You a faggot if you ever wore a tall tee amp took your pant8230"
3 0 2 1 1 " hoes be having iPhone cases and pair of panties"
3 0 3 0 1 " One good girl is worth a thousand bitches "
3 1 2 0 1 " get downstairs you fucking pussy"
9 0 9 0 1 " get downstairs and play me im fifa bitch"
3 0 3 0 1 " When she tells you Go hug one of your hoes amp you actually do it httpstconfAbyILdkX"
3 0 3 0 1 " Meat Forevea selling a bitch out "
3 0 3 0 1 " Retweet to save a dumb bitch httptcoOqfyOgSLDX"
6 2 4 0 1 " Well Id love to stay and chat but youre a total bitch"
3 0 0 3 2 " On this day February in Waylon Jennings left us for that honkytonk in the sky Dreaming My Dreams ht "
3 0 3 0 1 " The person below is into big booty bitches128525127825"
3 0 3 0 1 " Cinco de way ho httptcocM9JHHK41Y"
3 0 1 2 2 " when other girls wear beanies they look cute amp stylish but when i wear them i look like a member of a drug cartel who s8230"
3 0 3 0 1 " wow so the dolphin asked her to marry him and she kisses the other guy right in front of her rude ass bitch httptco8230"
3 0 0 3 2 " This is so great Regular season ball is for the birds"
3 1 2 0 1 " Biddin with my bitches Family"
3 0 2 1 1 " We gotta be pretty With a perfect body Smart Funny Not too tall Know how to cook Be good at sex but not a hoe H8230"
3 0 3 0 1 " Niggas REALLY ARE the new bitter bitches"
3 1 2 0 1 " Or lack of Smh u niggers amp ur music knowledge8221"
3 0 3 0 1 " If she ever been on a club flyer She a hoe"
3 0 0 3 2 " Dying laughing Russian wrestlers mock girly man Obamas workout video httptcoLLDrxLZeUs"
3 0 0 3 2 " Worst tweet ever PR pro manages to sound racist mock AIDS in a single tweet httptco0nTcWbrMMk"
3 0 0 3 2 " Low turnout reported but Charlie Crist just filed and emergency motion to extend voting hours in Broward Co httptco8230"
3 0 0 3 2 " Richard Grenell WaPos Greg Sargent mocks voter ID and proves point of proponents httptcoKG3NEWOYIy"
6 0 6 0 1 " When bitches try to be funny That get you beat up real quick"
3 0 3 0 1 " stay shutting these hoes down"
3 0 0 3 2 " Have to go with the slant pass to your outside linebacker in that situation"
3 0 3 0 1 " If i cut all my hoes off for u amp we stop talkin you owe me some new hoes fym"
3 0 1 2 2 " One day more until turkey it will nip me in the belly well be ready for the stuffing we will wet ours8230"
4 0 4 0 1 " hits blunt bruh if she tells me to go text my other hoes but shes one of my hoes do I keep texting her httptco8230"
3 0 3 0 1 " that shits for the birds"
3 0 3 0 1 " Shut up hoe ass nigga"
6 1 5 0 1 " Why you sneak dissin you hoe ass nigga"
3 0 3 0 1 " bitch shutUP"
9 1 8 0 1 " lol man bitch shut the fuck upppppp"
3 0 3 0 1 " lol man bitch shutup Im salty lowkey"
9 1 7 1 1 " lol why you tryna be raw doe bitch"
9 0 9 0 1 " Man this hoe Heaven stay taking all day"
3 0 3 0 1 " Hell yea bitch"
3 1 2 0 1 " Suge knight deserved to get shot that nigga had 2pac killed fucksuge karma is a bitch"
3 0 0 3 2 " Girls dont let a dude treat you like a yellow starburst You are a pink starburst"
3 0 3 0 1 " Not a one lmaooooooo never saw a bitch at a Deltron concert blood"
3 0 3 0 1 " When someone retweets a bitch I hate onto my timeline httptcoP0lZnmJKLp"
3 0 3 0 1 " The big bitch in the back of a group of girls is known as the caboose FAT"
3 0 3 0 1 " hahaha ok you got a point there there would be hella bitches screamin and cryin ova that nigga th8230"
3 2 1 0 0 " I hate that hoe already httptcoJzBcCsn75h8221 this shit cracks me up"
3 1 2 0 1 " My dad is a hoe fuck him "
3 0 3 0 1 " Niggas fufu amp bitches is too"
3 0 3 0 1 " Ow amp while Im at it where has gone the big lanky twat"
3 1 0 2 2 " Incase any hillbillies try to roast httptcoLJ168KTccp"
3 0 0 3 2 " Its a birdIts a planeIts Jake McGee httptcoWVdLScoDvw"
3 0 3 0 1 " Yall hoes need to get out more There so much more to life than being a fuckin hater Go get yours"
9 1 8 0 1 " X___X Only Twitter niggas care bout hairy pussy Them niggas I fucked today aint gi8230"
3 1 2 0 1 " Andrew Bynum got traded and then they waived him the very next day a nigger cant keep a job"
3 2 1 0 0 " Being a nigger isnt a color its a state of mind"
3 0 3 0 1 " Somewhere in the ghetto its a nigger getting shot over BBQ"
3 0 3 0 1 " INTERESTING RT if ur child father aint shitthen look in the mirror at the dumb bitch "
3 0 3 0 1 " You can buy milk w WIC guys QTNA How y8217all bitches gon breast feed wit nipple rings "
3 1 0 2 2 " Psychological Warfare for Dhimmis DEFEATING ISLAM
httptcoM8zlTY0fZs
joining forces to take out worlds trash h8230"
3 0 0 3 2 " Our national bird the American bald eagle is an endangered species success story httptcoOJscNNMYEm"
3 0 0 3 2 " Republicans Want to Yank Food Stamps from the Hungry May 2 httptco2UkcoICd9Q prg P2"
3 0 3 0 1 " A recent Harvard study concluded that bitches in fact be trippin"
3 0 0 3 2 " Mila Kunis has heterochromia iridum which gives her two different colored eyes One eye is green the other is brown"
3 0 0 3 2 " The strings attached to boxes of animal crackers were originally put there so that the box could be hung from Christmas tree8230"
3 0 3 0 1 " I see you subtweeting me hoe"
3 0 3 0 1 " Or fags cause if you post you found him attractive as well Niggas who post trannys to see if a nigga thirsts ov8230"
6 0 6 0 1 " its never about the hoes hes entertaining its always about the fact that hes entertaining these hoes "
3 0 3 0 1 " Youre such a bitch httptco3m1bRIlvfp"
3 0 3 0 1 " Dont get your panties in a twist Just take them off and let my tongue twist around in your pussy instead"
3 0 3 0 1 " Did that bitch ever get out of Ludacriss way"
3 0 3 0 1 " If youve been though what Ive been through you would have turned into a heartless bitch by now but Im stronger amp bet8230"
3 1 2 0 1 " Whats it like being a cold hearted cunt"
3 0 3 0 1 " I need my pussy ate now "
3 0 1 2 2 " Yo mama so ghetto she uses cigarette butts as qtips"
3 0 1 2 2 " Goes into monkey bar to meet swingers"
3 0 3 0 1 " pepsi and cheerios
smashin on these hoes
got me blue in the taco
bae thinks of me flaco
errybody frontin
jus8230"
3 0 3 0 1 " Theres only ONE bae at the end of the day Cause she ride for me unlike you other bitches"
3 0 3 0 1 " 8220 That pussy so wet she gotta dry outside8221stop telling my business8221128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514128514"
3 0 0 3 2 " I dont care who Kendrick made that song for its still trash"
3 0 3 0 1 " Listen cunt Today ain8217t yo day"
3 2 1 0 0 " Nah I hate white people now since he looks like a dyke I think he just ended racism httptcoVgjYHn4bvt"
3 0 3 0 1 " Moment of truth these hoes the truth"
3 0 1 2 2 " Shy people tend have great observational skills making it easier to recognize the core of a problem then solving it"
3 0 2 1 1 " Philly full of these type hoes Broke bitches httptcoAZh2Ql6lwN"
3 1 2 0 1 " If shes always been a dyke shes a virgin No way around that Her first time eating box dont take her virginity "
3 0 3 0 1 " Vote or Die bitches"
3 0 3 0 1 " nah go talk to ur hoes since u dont wanna text back n shit httptcocvBzmjQXyO"
3 0 3 0 1 " Andy went from owning toys to owning bitches And also tf is that coke doing teaching a class httptcogjbUR29BKu"
3 0 3 0 1 " when you see a bitch nigga subtweet you httptcovvhEhwDRWf"
3 0 3 0 1 " Im grown Let me be a hoe in peace"
3 0 3 0 1 " SHARKEISHAD To lose ones face due to the brute force of a knockout punch Dat bitch got sharkeishad"
3 0 3 0 1 " These hoes aint loyal Women of this generation cannot be trusted"
3 0 1 2 2 " When your phone goes off in class and the teacher says turn that trash off but its a song from your mixtape httpst8230"
3 0 2 1 1 " These bitches is actors out here"
3 0 2 1 1 " Gemini doesnt really look back at their exs Some things just look better in the trash"
3 1 2 0 1 " yall really expect a yr old nigga to still rap about raping hoes and killing his mother nah"
3 0 3 0 1 " TWITTER WHATS THIS MEAN I come alive in the night time Sleep all day hoe all night"
3 0 3 0 1 " Good pussy aint changin nothin Might bump you up to main hoe from side jank That only mean you get fucked more "
3 0 3 0 1 " Your pussy must not pop severely But Im single httptcoZhoJNaoKME8221"
3 0 3 0 1 " Mac lay on the floor like a matress Young based god came straight for the bitches"
3 0 0 3 2 " It is Shakespeares birthday Take a look at some Shakespearean trash talk httptcoJSy3UFfaIb"
3 3 0 0 0 " Illegal alien is not a race Its a crime wetbacks httptcopf2YpelyOP"
3 0 3 0 1 " If a girl cant make a decision whether to date you or not tell that bitch to kick rocks"
3 0 3 0 1 " If ya girl shaves the pussy before going out with her girls somethings wrong"
3 0 3 0 1 " dont try too fuck with me amp got a million and TWO bitches because I will tell them all I PROMISE I WILL"
3 0 0 3 2 " Because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings httptcoSeRyx9v8230"
3 0 0 3 2 " Naming my son Caesar Dawn of the apes is the absolute best movie Ive ever seen in my entire life"
3 0 0 3 2 " DidYouKnow The Comstock Lode was a boon as it grew 20000 ppl amp became of the largest amp wealthiest8230"
3 0 3 0 1 " Crying 8220kill me with fire8221 RT That pussy crying for help"
3 0 3 0 1 " Got these hoes on my dick like brad pitt"
3 0 0 3 2 " look ghetto but it work httptcochrvW9dPca8221128557128557128557128557128557128557128557128557128557128557"
3 0 0 3 2 " Austin is so cute like look at him all excited because he got Oreos httptco0mK1W8Reak"
3 0 3 0 1 " All bitches cheat You just gotta acknowledge its gonna happens so when it does it8217ll hurt less"
3 0 3 0 1 " everybody turning into assholes this year Look what you8217ve bitches have done to us"
3 0 2 1 1 " When you and your boys discover a hoe httpstconluZGQV3EQ"
3 0 0 3 2 " When you try to tell grandpa that 70s music was trash httpstcokYULQZoBC6"
3 0 2 1 1 " Jenny was a hoe til she got AIDS until she was ready to settle down with Forrest Gump who tried saving her SO many tim8230"
3 0 3 0 1 " Leotard not leopard Zeeti hoes dumb 8220 twitpic a selfie wearing a leotard8221 httptco8fQP7fpb8230"
3 0 3 0 1 " Who gave this bitch THAT much confidence httpstcoTvMu2oYJQx"
3 1 2 0 1 " When niggas want bitches like trey httpstco1hEIyCMQod"
3 0 0 3 2 " How Shy People Flirt Learn tips from the best httptco81PvuHnHaT"
3 0 3 0 1 " Hoes hoes aint nothin but hoes"
3 0 3 0 1 " I hate when people think Im mad or sad cause Im not talking nah Im chillin bitch"
3 0 3 0 1 " your opinion of me is highly irrelevant bitch"
3 0 3 0 1 " be out here fighting bitches like its legal"
3 0 3 0 1 " Fresh out of jail and I got my chopper bitches be like Vick your number like the BK whopper"
3 0 3 0 1 " Well theres crazy bitch and theres you can look for that motherfuckers corpse but you wont find8230"
3 0 0 3 2 " British Jihadi Mother Who Wants to Be First Female Executioner is MI6s Most Wanted httptcoINZPvpf2tN"
3 1 2 0 1 " All Detroit niggas do is listen to DBCO and fuck other niggas bitches while trying to hold on to their own with no money an8230"
3 1 2 0 1 " Dont block me because you think a post is about youjust ask me Like a boss You employee ass bitch"
3 2 1 0 0 " I hate when faggots talk shit on here then block me so I cant respond Bitch I will write you a letter with my response an8230"
3 1 2 0 1 " Niggas get married and start dissin single bitches smh You bitches want allowance and dates and still singl8230"
6 0 0 6 2 " Best CollegeGameday sign ever The Dakness is spreading Charlie Murphys True Hollywood Stories ChappelleShow http8230"
3 0 3 0 1 " Bae go text your hoes Me httpstco5hetoweSES"
3 1 2 0 1 " when bout bitches got together and thought of a reason to make they boyfriend claim them"
3 1 2 0 1 " This bitch eyebrows lookin like the bulls logo httptco5EtOrG5GBT"
3 0 3 0 1 " bye bitch"
3 0 3 0 1 " my pussy dry 128530 httptcoyPvNTYdU28"
3 0 3 0 1 " Its simple dont be a hoedont worry about being exposed fight me"
3 0 3 0 1 " Rohan a bitch yo "
3 0 3 0 1 " These bitches so phoney "
9 1 8 0 1 " Rows for the hoes Curls for the girls Planks for the skanks Deep cuts for the sluts Quads for the broads No pecs No s8230"
3 0 0 3 2 " Dont know how you Yankees fans listen to Kay every night Absolutely brutal Just nonsensical blah blah blah blah Radio n8230"
3 0 3 0 1 " My bitch sad lookin like a lack of funny"
3 1 2 0 1 " When you give all ya hoes up for that one girl and it dont work out httptcoDCDPkR2yjc"
6 2 4 0 1 " If a Nigga try to slide in my bitch DMs httptcoMr2FjYUgTn"
3 0 3 0 1 " These bitches putting their soul in this routine httptcoxPjZIvNGAo"
3 0 0 3 2 " This talking eggplant skurred af httpstcoKDwoApyvD0"
3 0 3 0 1 " When a bad bitch asks you to come over httptcof6eXLRZ8Vd"
3 1 2 0 1 " When you and your boys discover a hoe httptcopupaplqNhk"
6 0 1 5 2 " When your phone goes off in class and the teacher says turn that trash off but its a song from your mixtape https8230"
6 0 6 0 1 " bruh he threw that bitch httpstcorIsBmdzY26"
3 0 3 0 1 " every time bobby bitch comes on httptcoh7b0pL8T2h"
3 0 2 1 1 " this kid definitely got the pussy after that game httpstcolVXbXMgStD"
3 0 0 3 2 " Oreo Shake httptcoYE22nl8bsE"
3 1 2 0 1 " JerrySpringer on RAW The white trash side of me is applauding "
3 0 3 0 1 " When a bitch asks to eat your ass httptco8OyPyJYgVe"
4 3 1 0 0 " His balls ashy Real women do this httptcoVG5DBqH8aT8221 and real faggots let em do that Smh"
3 0 3 0 1 " A hoe only cares about the now the future is irrelevant"
3 0 3 0 1 " To get with a hoe you just need to be cute have muscles dress your ass off swag or talk a good game"
3 0 0 3 2 " John Kerry caught appearing to mock Israel8217s 8216pinpoint8217 operation in Gaza httptco3yqFR9LZsR Israel Gaza httptco8230"
3 1 2 0 1 " Cant give these hoes a inch cuz theyll try to take mile"
3 0 3 0 1 " Its my brother weekend bitch LongLiveLilRay"
3 0 3 0 1 " Seen theses niggas lose it all over a basic bitch"
3 0 3 0 1 " This bitch just blew my high"
3 0 3 0 1 " Gucci Mane locked up rn and u want to talk about our relationship status rn bitch shut up we gotta free this nigga first"
3 1 2 0 1 " yeah yo girlfriend a bitch I hope she got the hives"
3 0 3 0 1 " That bitch wanna ignore my text Wait till she get off work RT Caption this httptcoZWrImDZQNV"
3 0 0 3 2 " Fear mongering by the left is dying Wake up who are you going believe Charlie Rangel and Hussein or Mia Love and C8230"
3 0 3 0 1 " MT is paid by white supremacist they always get a negro to do their dirty work Fergus8230"
3 0 3 0 1 " of these hoes be fake gay"
3 0 3 0 1 " LMAOO accurate When bitches see a quote with a tweet on the TL httptcoAzl9o3PyZE"
3 0 3 0 1 " LMAOOOOOOO What dum bitch made this httptcosiuxrh5Sms"
3 0 2 1 1 " The nipples determine whether the titties are trash or not"
3 1 0 2 2 " Well theres difference between Erick Erickson and me Ive always understood Obama is Muslim Jihadi sympathizer
httpst8230"
3 2 1 0 0 " I hate a bitch dat act like a nigga "
3 0 3 0 1 " We all know a double faced bitch named Madison"
3 0 3 0 1 " We all know a faggot named Luke"
3 0 3 0 1 " nah go talk to ur hoes since u dont wanna text back n shit httptcoLmpA15kAiZ"
3 0 3 0 1 " i love this emoji shes just like DUH bitch lol i dont give a fuck youre ugly whatcha gonna do about it "
3 0 3 0 1 " Bitches post all types of sex position pics with heart emojis but let yu get her in that position this bitch complain a8230"
3 0 3 0 1 " Hol on bitch httpstcoRYESvYaI2u"
3 0 3 0 1 " I heard big booty bitches cant take no "
3 0 3 0 1 " Marijuana is a gateway drug It leads to happiness great sex pain relief and increased patience with crazy bitches And w8230"
3 0 3 0 1 " Rows for the hoes Curls for the girls Planks for the skanks Deep cuts for the sluts Quads for the broads No pecs N8230"
3 0 3 0 1 " if you cant see when you have a real woman by yourside through thick and thin then maybe you do deserve these hoes Si8230"
3 0 0 3 2 " Actor Charlie Sheen once bought seats at an Angels baseball game in hopes of catching a home run ball"
3 0 3 0 1 " There is a company which sells menstrual pads for pet dogs called bitch diapers"
3 0 0 3 2 " If life hands you a hot potato try throwing it at two birds"
3 0 3 0 1 " When Tyler the Creator said Rape a pregnant bitch and tell my friends I had a threesome httptcoZkvwfK18d0"
3 1 2 0 1 " When Eminem said Call me a faggot cause I hate a pussy httptcoemkB7oSgqD"
6 0 1 5 2 " When Joey Bada said Traded in my Nikes for a new mic I guess its safe to say he sold his soles for a new life ht8230"
3 0 3 0 1 " When Tupac said I aint a killer but dont push me revenge is the sweetest joy next to getting pussy httptcopto8230"
4 1 3 0 1 " When Tupac said I aint a killer but dont push me revenge is the sweetest joy next to getting pussy httptcowF8230"
3 0 3 0 1 " these hoes too familiar"
3 0 3 0 1 " Hmmm is that a Ratchet hoe I smell"
3 0 1 2 2 " 8220KOBE8221 as they shoot a piece of paper into the trash"
3 1 2 0 1 " Stepping away from the twitter beef Im going to bed cause I gotta be up at Gotta go be a redneck asshole at my us8230"
3 0 3 0 1 " Behind that twinkle in your eyes I can see the bitch in you "
3 2 1 0 0 " niggers httptcoHb3uJaLky2"
3 0 3 0 1 " Me MOM CAN YOU MAKE ME A SANDWHICH doesnt hear whispers to myself deaf bitch Mom WHAT THE FUCK DID YOU JUST SA8230"
3 1 2 0 1 " Die slow bitch That8217s Scary accurate httptcodX79NXklL9"
3 0 3 0 1 " Ray J is the perfect example of what happens when you give a lame nigga some pussy"
3 0 3 0 1 " WCW goes out to all the women with their shit together because these pretty bitches get way too much credit for being cute w8230"
3 0 3 0 1 " Cant keep stooping for these hoes I know better"
3 1 2 0 1 " i was ready to delete my entire instagram app when i found out one of my IG crushes was selling pussy on backpage for f8230"
3 1 2 0 1 " Im going to let the pussy out like fight night vote5sos"
3 1 0 2 2 " A Muslim wmn covers the yellow star of Jewish neighbour with her veil to protect her Sarajevo1941 httptc8230"
3 0 3 0 1 " The fuck I asked this bitch if she was having a good day and the bitch said stop being weird im conf8230"
3 0 3 0 1 " idgaf what you bitches say about me "
3 0 0 3 2 " An ad for the Haitian charity Water Is Life mocks people who use FirstWorldProblems hashtag through juxtaposition "
3 0 3 0 1 " Its so damn hot in this bitch"
4 0 0 4 2 " Because Outman is a brandnew Yankees and because Girardi will never use relievers when he can use "
3 0 3 0 1 " This bitch is just dead weight Pallbearers"
3 1 2 0 1 " Niggas gossip like hoes Im sleep tho"
3 0 3 0 1 " I love being loyal to one person 975765039fuck having hoes "
4 0 4 0 1 " I aint tryna steal ya car but I DID eat the hell outcha wifes pussy htgawm"
3 0 1 2 2 " So this ape can get a MCM but I cant unbelievable httptcoTsmstRxQX7"
3 0 2 1 1 " Oreos First you twist it then you aw crap it broke"
3 0 0 3 2 " Use what talent you possess the woods would be very silent if no birds sang except those that sang best"
4 0 4 0 1 " Monday was SUCH a bitch today"
3 0 3 0 1 " RIP to the hoes dying for attention"
3 2 1 0 0 " lmaoooo what a bunch of fags"
3 0 0 3 2 " no doubt about it I mean its cute tossing around trash cans and having 98lb Mexican boys wantin8230"
3 2 0 1 0 " I saw a great chimpout summers ago A middle aged Salvadoran and his Yr old son got wasted by beaners at the metlife "
3 0 3 0 1 " When you and your boys discover a hoe httptcoMkonVchG4R"
6 0 1 5 2 " this the I play soccer cheat on girls and wear khaki coloured cargos haircut httptcoNQyLxquLOC"
3 0 3 0 1 " These 5th grade hoes aint loyal httptcoew029ozXVG"
3 1 2 0 1 " I got problems and the bitch heard me call her a bitch So now I have "
3 0 3 0 1 " How girls become friends Omg I love your shoes How guys become friends Excuse me sirI see u fuck bitches I "
3 0 3 0 1 " These hoes aint loyal httptcoJiK7OfqMBE"
3 0 3 0 1 " Resisting the urge to smack a bitch httptcoIhQgu7dP5m"
3 0 3 0 1 " RTs amp Ill grab the mic amp yell fuck her right in the pussy httptcog3KMMz4jT6"
3 1 2 0 1 " I dont have an iPhone so I have to manually ignore these hoes httptcoLYZs1PU25I"
3 0 2 1 1 " we dont love these hoes httptco3waEZGCOVI"
3 0 2 1 1 " when ling ling talkin shit amp u finally understand her httpstco2KlOnqhsi9"
3 1 2 0 1 " when you see a bitch nigga subtweet you httptcoeclOjoVwg7"
3 0 3 0 1 " Freeze bitch im gonna steal your heart httptcozlOaj7tjY6"
3 0 0 3 2 " Idc I still watch two amp a half men Well the old one with Charlie"
3 0 3 0 1 " if u know how to French inhale ur a bad bitch"
3 0 3 0 1 " Theres too much groupie bitches Hard to come across girls who arent overly social and friendly with everyone"
3 0 3 0 1 " U can eat all the pineapples you want Ur pussy still trash"
3 0 3 0 1 " all these faggots posting faces about to get the hot unfollow"
3 0 3 0 1 " Only soo much a bitch can take"
3 0 3 0 1 " It make the pussy sing It aint My dumb ass thought that was a microphone httpt8230"
3 0 3 0 1 " All I see down my TL is naked white bitches "
3 0 3 0 1 " Drinking veuve cliquot and eating marshmallows basically because Im a classy bitch"
3 2 1 0 0 " Most of these niggas go broke for these hoes"
3 0 3 0 1 " If youre attractive amp you think ANY straight guy just wants to be your friendbitch you stupid"
3 0 3 0 1 " All three of these hoes getting cute for fucking school taking for ever and waking me the fuck up This why I cant stand h8230"
3 0 3 0 1 " 8220Why that bitch lookin all in the car u know her8221 httptcoBQiu9q7qjv"
3 0 3 0 1 " no i aint no bitch amp no i aint no snitch"
3 0 3 0 1 " If youre going to be a bitch and not come to the show because some bands dropped then we More moshing room for me in that "
3 0 2 1 1 " I was disgusted betrayed hurt amp my pussy drier than a niggas skin in the winter time"
3 0 3 0 1 " autocorrect its a bitch"
3 0 3 0 1 " When you hear a hoe talk shit httptcoJvX0phe6po"
3 0 2 1 1 " And if you aint a hoe GET UP OUT MY TRAPHOUSEEEE httptcoeNStJlXb2H"
3 0 3 0 1 " rides into the pussy on a gym class butt scooter httptco573pZSOuc1"
3 2 1 0 0 " If I ride up to your bitch in these then homie consider yourself a single nigga httptcodTJY9RHtdF"
3 0 3 0 1 " THE FUCK YOU LOOKING AT BITCH SWERVE puts heelys into full gear glides past the bitches"
3 0 3 0 1 " teacher eyes on your own paper me bitch i only have eyes for da paper throws cash everywhere"
3 1 2 0 1 " Dad Why are your eyes so redSon I smoked weed DadDad Dont lie to me you were crying because you are a faggot"
3 0 3 0 1 " what hoes tho Lol"
3 0 3 0 1 " When you ate the pussy but yeen think she was gone tell anybody128555128555 httptcoWgIHekh5qb"
3 0 3 0 1 " bitches cant get the ios8 because they have over gb of selfies cuh128514128514128514"
3 0 2 1 1 " 8220 Yall females love yall a bum nigga or a jail bird822182211007165039100716503910071650391285531280791280791280798221"
3 0 3 0 1 " I switched up You fukin with my old bitch Im fukin with yo new bitch "
3 0 3 0 1 " Niggas talk more than bitches these days"
3 0 3 0 1 " No nigga ever ask before he hit either Body counts dont matter YALL treat all bitches the same anyway st8230"
3 0 3 0 1 " sundy a old school ho tho"
3 0 3 0 1 " I hope this bitch aint a catfish httptco56JKqioEPE"
3 0 3 0 1 " rt for mj fav for a bitch nigga httptcoy4yIc38qWS"
3 0 3 0 1 " rt for the real niggas
fav for the bitch niggas httptcoc7WP1bLUUk"
3 0 3 0 1 " Dodging these hoes like httptco9O31kRMEso"
3 0 3 0 1 " How the fuck can some people not get atleast on flappy bird I just got while smoking a fuckin square"
3 0 3 0 1 " A real man gonna keep it real with his bitches LMAOOOOO shut up Im not tellin u about other women mind ur business"
3 0 3 0 1 " Lmaoooooo Nymphos are stupid Go hose your pussy down you weird bitch"
3 0 3 0 1 " This bitch slow lmaoooooo httptcooPmDp5RgLV"
3 0 3 0 1 " Periods dont stop nothing but a sentence boo let me taste that pussy I bet u taste like quarters httpt8230"
3 0 0 3 2 " Two stocks to turn trash into cash httptcoMRmlxaCOXx"
3 0 0 3 2 " SpringTraining Daily takes a look at the Yankees8217 outfield perhaps the AL8217s deepest httptcoRP3Gz6MDBF via "
3 0 1 2 2 " Yankees can jump into first place TONIGHT RT if you think they will"
3 0 0 3 2 " Yankees lineup vs Red Sox
Ellsbury CF
Jeter SS
Beltran DH
Soriano LF
Teixeira 1B
McCann C
Solarte 3B
Ichiro RF
Roberts 2B
T8230"
3 0 0 3 2 " Yankees win Final score "
3 0 0 3 2 " Yankees win on a walkoff single by Derek Jeter FarewellCaptain"
3 0 0 3 2 " comes in to close out the game here in the 9th Yankees"
3 0 0 3 2 " Analyzing the impact of Masahiro Tanaka on SpringTraining Daily brought to you by httptcoL2gJboDNkM"
3 0 0 3 2 " Ballgame over Yankees WIN Yanks beat the White Sox in innings "
3 0 0 3 2 " Congrats to Derek Jeter who will start at shortstop in his 14th and final AllStar Game FarewellCaptain httptco5nhtJOx8230"
3 0 0 3 2 " Congratulations Ichiro That leadoff base hit in the 8th is hit No in his career"
3 0 0 3 2 " Gardy goes yardy again He leads off the game with a HR for the second straight night and its Yankees"
3 0 0 3 2 " Getting the field ready for todays game httptcolh4UzqXbei"
3 0 0 3 2 " RECAP In epic storybook ending Derek Jeter closes his last game in Bronx with a walkoff httptcoDl390SbteQ httptco8230"
3 0 0 3 2 " Remember when we paused an AllStar Game to honor Mariano Rivera tbt httptcoPqEDosogLo"
3 0 0 3 2 " SEE YA gives the Yankees a lead in the 10th with a solo home run"
3 0 0 3 2 " Show your support during FleetWeekNYC with troopthanks You could be on the billboard in Times Sq httpt8230"
3 0 0 3 2 " The shines its lights in Yankees pinstripes in honor of Derek Jeter FarewellCaptain httptco3fp2pg85MB"
3 0 0 3 2 " Time to bounce in the Bronx LetsGoYankees Walkoff httptcoW5ATfRsLKK"
3 0 0 3 2 " VICTORY Yankees outlast As in innings Eduardo Nunez the hero and oh yeah FIRST PLACE still resides in the Bronx"
3 0 0 3 2 " Were you expecting anything short of fireworks in his final homestand FarewellCaptain httptco5nTacrQ43m"
3 0 1 2 2 " You may cry after watching the Derek Jeter ad httptcohMO9Bxol0x httptco0xdlxToci8"
3 0 0 3 2 " One scout said Prado is first team most underrated Gives the Yankees a 2b through could slide to 3b if needed too"
3 0 3 0 1 " it aint nothing to cut that bitch off "
3 0 3 0 1 " I hope LVG is homeless in a few years whilst Welbeck is scoring for Arsenal and fucking bitches"
3 0 3 0 1 " Black bitches be like boy i told you not to get my hair wet httptcoCSG4OoPgkY"
3 0 2 1 1 " This bitch don went super saiyan at walmart httptcoxkF59toVcK"
3 0 3 0 1 " Actually I take that back you niggas aint loyal im loyal fam8221 nah negro nah"
3 1 2 0 1 " then how yall got here b8221 stfu negro"
3 0 3 0 1 " I need molly water and a chubby asian bitch8221 same"
3 0 3 0 1 " Stop being a hoe so I can love you "
3 0 3 0 1 " You hoes aint worth losing sleep over"
3 0 3 0 1 " stop crying you pussy"
3 0 3 0 1 " these hoes aint loyal duhh BITCH she a HOE "
3 0 3 0 1 " Now a days bitches will beef w you over something that has nothing to do w them bitch yo ugly ass wasnt a factor a8230"
3 0 3 0 1 " Selena mothered these hoes httptcophsDhxjm6e"
3 0 0 3 2 " If I had a dollar for every time I died on flappy bird httptcopj8QSBTe2L"
3 0 3 0 1 " Selfie game retarded httptcoHpLo9JaP9K"
3 0 3 0 1 " alcohol is liquid truth So if a girl is a hoe when she drinks shes naturally a hoe anyway"
3 2 1 0 0 " Ill kill this bitch no hesitation httptcoUxePa9LVi5"
3 0 3 0 1 " You know all these bitches who posted pics for Zeeti are in the shower like Jim Carey in Ace Ventura after he found out Ei8230"
3 0 3 0 1 " You either gay or straight dont talk to me bitch please "
3 0 3 0 1 " I hate when ppl say hoes arent loyal They supposed to be "
