 text class_label
75071 "Saya suka video @YouTube https://t.co/4zDCGSkZGs Porter Robinson's SHELTER: Behind The Scenes with Crunchyroll" spam
75073 "Peterstow, Hfds
T 6.2C Rising
TApparent 5.2C
RH 97%
P 1023.84mb Rising slowly
Wind 0.0km/h Gust 0.0km/h ---
RainToday 0.0mm" normal
75074 "@downhamdn @Castigerstats Why would any coach wanna take the England job 'full time' its like 4 matches a year?! Su… https://t.co/FkbrRupVdm" normal
75075 "Not everyone loves their kids immediately after giving birth to them. It takes months and even years for some. Understand before judging. ✌" normal
75078 "NeuroMetrix Inc NURO Medical Equipment Deals and Alliances Profile Updated 24012017 Prices from USD $250 https://t.co/TGXk32Yd17" normal
75081 "deadass y'all sleep on him for no reason he's a talented lil bean who deserves the world and everything it has to offer" normal
75082 "Listen the best #radio #promo Now playing:  Chuck Eaton - "" Pretty queen"" on https://t.co/X3m2nCpFkK" spam
75083 "spread the word and tell everyone age 15-35 to #checkem to prevent #testicularcancer #TCisNoJoke @TCSocie@Movember https://t.co/JGALNRHfGb" normal
75084 "Now playing Travis Porter @TravisPorter on Flame On Radio via @iTunes SHOUTcast @Sonos AppleTV @RadioLoyalty &amp; https://t.co/TKCWna7dym" normal
75085 "when classic is still trendy @katzsdeli #pastrami #deli #sandwiches #og @ Katz's Delicatessen https://t.co/x9oWGAOAFS" spam
75087 "i love this!!! streaming all day all night, nonstop @TheTideNate @TheTideDrew @TheTideAustin @TheTide @TheTideLevi https://t.co/EOJwTnkmbp" normal
75088 "@pizdapalace @ScottTalking @AlexpiersonAMP @AM900CHML @LauraBabcock @am640oakley @joe_warmington   Not really.  But A for effort." normal
75089 "milena  just watched episode S01E12 of 13 Reasons Why!   https://t.co/rQMeTHNkmU https://t.co/bMvwo3suA9" spam
75090 "IT 👏 WAS 👏 A 👏 REFERENDUM 👏 ON 👏 THE 👏 EU 👏 NOT 👏 ON 👏BRINGING 👏 BACK 👏 THE 👏 1950s 👏 https://t.co/GxJ4ZCUJsH" normal
75092 "We're just starting the man-on-man quarterfinals of the @MqueSurfPro! Watch it LIVE &gt;&gt; https://t.co/71fLoZwcBj https://t.co/lRs05f5AH2" normal
75094 "I feel so poorly but i gotta push myself for college tomorrow even though ill feel even worse after it LOL" normal
75095 """The way I see it, if you want a rainbow, you gotta put up with the rain."" Dolly Parton #QuietTime via @JimTressel5 👊🌱" normal
75098 "For me, petting a 9 month-old boxer puppy is a like a first sip of espresso after thinking I quit coffee.  #dogwithdrawals #NoDogsAllowed" normal
75099 "@lisastar08 Here? Nothing...Buffalo could be getting that snow though they're calling for a snow storm this weekend" normal
75101 "@siddharth_25 @Bhayankur @Iam_Prerna That's how it begins. The envelope gets pushed each time &amp; the ""new normal"" sh… https://t.co/ixML3jW4h1" normal
75106 "@DopeboyDeezy he's only selfish cause it's college. He doesn't have the talent around him that he will in the NBA" normal
75108 "#stoltzspotted celebrating 150 years of feeding Canadian families today at the Walkerton Agricultural Buildings for… https://t.co/NgDAwnlxx2" normal
75110 "@Nickvilla20 Hi, Nick. I'm sorry to hear about this, can you DM over your AcNo and address with postcode, and I will look into this. ^Harry" normal
75112 "Found a Transponder Snail!
What's inside? Mystery barrel's shocking secret!!
https://t.co/rzfS5MU86O #TreCru https://t.co/Ut8Az1wpaR" normal
75113 "@imogen1208 hmmm maybe that's a good idea but I think we should wait till he gets us back so it's like a tennis match" normal
75114 "Zuma First, Jobs Last… Enough is enough! Sign to remove Zuma as President. #NoConfidence https://t.co/NKLiwkjAKa" normal
75115 "There's a barb that loves to take the anger out on me and a few others when they don't get noticed by nicki in a wh… https://t.co/AfP7fRuusV" normal
75117 "@hpsupport [my ink says it's practically full, but when I print in black and white, nothing comes out] #hpen4520… https://t.co/1Ace9HNaUb" normal
75118 "My blog on Bull Street, my first White Collar Crime Thriller. Novice up against nasty pros. #thriller #suspense https://t.co/1iKSeqTQ5P" spam
75119 "#2202 #Shopping #hot #Bestseller Record Label Business Plan 2.016 + Music And Entertainment Contracts!… https://t.co/lmIVyAnR4P" spam
75121 "Still can't get over how amazing Friday was! Thanks for the memories @ANDYC_ram as always you smashed it! Best set… https://t.co/WIzJbxnd7C" normal
75123 "You may try to assert your authority by reclaiming your power,... More for Virgo https://t.co/lfUALuyAxp" spam
75125 "PES CLUB MANAGER: build your dream team! 5,000+ licensed players. Epic 3D matches!https://t.co/V3J5774vta" spam
75126 "#GoodMorning To All And To All I Wish You A Great Day , A Great Weekend 👉 #TGIF #TheWeekend… https://t.co/3Bod5zk0L5" normal
75127 "A huge ginormous THANK YOU to every that came to support our philanthropy! Surpassing our goal could not have been done without you all! ❤️" normal
75128 "#Cristiano Ronaldo Follow @sportcelebrity1 Best Goals Of The Month March 2017 Around The World… https://t.co/zWDUreaRxq" normal
75130 "They ain't even do nothing but grab a box they don't care they got a million of those https://t.co/uPTx7baNuy" normal
75131 "Check out NWT Magenta Purple asymmetrical  thin light weight cardigan sweater ~ #FashionUSA https://t.co/zB4XrUoCZl via @eBay" spam
75132 "trip stop bein a nob, wat r u like, 5 or smth we aint at nursery 

also say please dnt forget ur manners" normal
75135 "I never thought I'd say this, but…
Good job #TheresaMay; this was the right choice. 
#women https://t.co/Nmjbqbz1bP" normal
75137 "Commit to memory in order to pilot alias bring to fruition thy aspirations on fit la the compleat life preserver:… https://t.co/3eceIHa1J7" normal
75138 "#bbnaija i see @PayPorte CEO sponsoring these top 5HMs to start up their own bizness and make them prosper" normal
75139 "@beamiller @GIPHY honestly, if I ever have pent up anger, I'm watching this to release my anger😂
https://t.co/AgQAx2kAU8 via @giphy" normal
75140 "You can tell when a Brexiter has lost the argument because they start saying they did it for the Greeks or the Spanish. No, you didn't." normal
75142 "@Charella111 @zainfan1 @johannaa2210 Awww I'm sorry, guys...I was kidding (not so) obviously...Ariel.Ariel 😘🤗🤗 https://t.co/YCOl7BX0Z9" normal
75144 "New track, Different Take Come To My Garden And See What Happens https://t.co/g85Y5Hxf7O on #SoundCloud" normal
75147 "@AlajuwanBrown Done and done kid. Neighbor told me what make and model car hit it. Taking down their license plate next time I see them" normal
75152 "Steele Wasik one-ups his teammates and wins the event with a time of 14.52s @texansports #TexasRelays" normal
75153 "@trburton63 @RickRalphTSN That being said, Enstrom isn't necessary with Morrissey being a solid top 4 guy. Send him to Buffalo." normal
75155 "Key Elements Of #Graphic #Design, And How To Do Them Right - @designtaxi https://t.co/qPeJct5HUn https://t.co/ZXJBLSWvJe" normal
75156 "you believe an invisible man in the sky created/interacts with literally everything but don't believe someone can c… https://t.co/kWZK15LuL6" normal
75157 "Ratings: Shark Tank Drops But Tops Night, Blue Bloods Ties Low Now with a ... https://t.co/rOrAQ6XUMW via @TVLine https://t.co/tMYhNDgRjY" spam
75161 "@DrMikeSimpson you actually learning what they are trying to teach you. An education does not guarantee a job...it is up to you to get one." normal
75162 "I liked a @YouTube video from @elpikminmaster https://t.co/SYGyy86Sb0 Fire Emblem Heroes: Spring Festival NONSENSE" normal
75164 "64213 started on 01/04/2017 Reached its destination CNB and was 318 Mins Late https://t.co/gNzKnUnsRX" normal
75165 "@luckywildchild you gotta get you one fam! cartelmods #vapeon #vapelife #vapeyours #vapers… https://t.co/QHbZcrd911" spam
75166 "@SavannahPurcell Have you started watching 13 Reasons Why yet? (I have a book I want to finish first...not that one.)" normal
75168 "Play, dunk, and you could WIN an HD TV &amp; INSTANT prizes! Are you game? Enter and play for a chance to win today!  https://t.co/FIbiqOWKyK" spam
75169 "I liked a @YouTube video https://t.co/G8bXqYRbE6 Tech N9ne - PTSD (Warrior Built) Feat. Krizz Kaliko &amp; Jay Trilogy" normal
75170 "@BenT_DH @WeMHNurses @SWJ_1 @RTunmore Yes defo - I would love to catch up with you Ben - Singapore slings please xx" normal
75172 "Why do I have a feeling this will be destroyed by some strange linking to vaccination? https://t.co/ncgiQ9YVtQ" normal
75174 "still 8 degrees!!! The R is gone... but DF remains! plan on a some-what mild night! lows in the lower 5's. highs tomorrow mid-upper 5's." normal
75175 "I guess what goes around comes around. Honestly, where did they found these ICE officers, from the white supremacis… https://t.co/mIqOgYbngB" normal
75176 "Free Download Fearless Fourteen (Stephanie Plum #14) by Janet Evanovich for free!... https://t.co/GMtiaSuA5p" spam
75177 "Check out Book Beau: The Best Way to Love Your Books by Benita Botello on @Kickstarter https://t.co/XsYQYE8QwD" normal
75178 "GfK SE: Release according to Article 26, Section 1 of the WpHG [the German Securities Trading Act] w... https://t.co/5h4hRleU73" normal
75181 "There is no one who hugs like Harry are the best,And look at those huge hands I'm sure it would cover me completely… https://t.co/1ZlbrYh34t" normal
75182 "Over here eaves dropping on a music publicist and an artist conversation getting hella good info. Vital info" normal
75183 "@AlysonLowrie yeah, I sometimes watch Zak too much I miss what they see ha ha. They amazing and need the credit that's owed to them" normal
75185 "NEW Confidence in an Eye Cream from IT Cosmetics is your must-have for brighter, younger-looking eyes! #entry -… https://t.co/QqYM7YX5TK" hateful
75188 "Someone tell that bloke in drag on the #dispatches program on #Channel4 there is no ""the"" preceding Ukraine. Propaganda and bad grammar. #C4" normal
75189 "You're four times as likely to have an accident while talking on the phone while driving – even hands free

https://t.co/cHp8uB2QRB" normal
75190 "Trump considering options for Syria retaliation, source says. The tail that wag the dog # RNC https://t.co/sVjcGxv2RD" abusive
75191 "My little over coming fear journey...... sometimes you just have to grit your teeth and jump in!

Please share if... https://t.co/FEEgEMQUut" normal
75193 "Check out my broadcast from my PlayStation 4! #PS4live (Rock Band 4)  live at https://t.co/vzhRUXpjxs" spam
75195 "@DailyPostNGR Maybe we need a new Law setting up ""Spiritual Finace Crime Commission"" SFCC to be headed by Chief Pri… https://t.co/XX9IdYTpRo" normal
75197 "The democratic party should stop the tit-for-tat political games. We rely on our Senate and Congress to work together on our behalf." normal
75198 "I always want more dogs... But then I spend 600$ at the vet in 1 week &amp; I'm like nah I'm good with what I've got 😅" normal
75199 "@BreedOfChoice @ecshowapparel Don't let this season slide by-without breeding to THE SECRET PARDON-Owned… https://t.co/xez5HJZlAM" normal
75202 "You're still riding on the incoming waves of positive energy, ... More for Cancer https://t.co/hne1ERqgvt" normal
75203 "@TreyNKennedy @BestBuy ""Do you work for the CIA and are you silently recording everything that I do through your au… https://t.co/YKoHXaRQ04" spam
75205 "Enjoyed TRACE exhibition on police technologies at Victoria Police Museum. Like the wall of suggestions.… https://t.co/jwUTm9zJmo" normal
75206 "Top 10 Microsoft Word Useful Tips, Best tricks, shortcuts, popular https://t.co/gZXtlqmlHK #moviemovie #news #story #top10" spam
75207 "#spectacularspainwithalexpolizzi Flights in winter/spring for abt £75rtn what's not to like!Food,wine,lovely cities and sunshine 😎🍷🍴" spam
75208 "Social activities may be on the calendar today, but you aren't... More for Virgo https://t.co/kR4BPMIK2c" normal
75214 "Fantastic symposium, 'ART IN AND AS WRITING' at #PacificNorthwestCollegeofArt #PNCA Inspirational. Especially… https://t.co/cBtKbQeg62" normal
75215 "@support You're #trending https://t.co/fRrYCJ2Jl8 for #feedback, #reply here:- https://t.co/swqNKZu0o1" normal
75216 "@angelneptustar Taught bout Independance from British in school most R German/Swedish/Hungarian where I am + Putin… https://t.co/rEIHfTMGRL" normal
75218 "Typically LOVE @alliweb @theDrybar but today in #NYC I got the most rude treatment from hostess. #Kindnessmatters" normal
75219 "German minister warns of tough Brexit talks, no discount available https://t.co/IoHhvecvgx via @ForeignDeskNews https://t.co/gOrZKt92wL" spam
75220 "@mercyoncall + and she perks up. A big grin, and a slightly less drastic head tilt in the other direction.]

Can I help at all?" normal
75226 "@chuckwoolery @Cernovich Same with Healthcare: Big, indiscriminate single-payer comes in and distorts prices." normal
75227 "Health Kick! #Sweepstakes #ad https://t.co/ksM6GxEIed help a brotha out and click the link I earn revenue" normal
75228 "LMFAOOOOOOOO bro I'm fucking crying @KingAdames1959 @Billionaire_P2 @jeanglennon_ https://t.co/ETACOxjTNm" normal
75229 "Hey, what's up you guys? Yes, today we are going to make the #itgetsworseSHOW come alive https://t.co/Da511KKG8W" normal
75234 "Jaguar 1990-1992 XJR15. Im my opinion, one of the best car designs of all time. Love them! #Jaguar #xjr15 #supercar… https://t.co/g4LD9sXgSZ" normal
75235 "I don't think Ash would like the world to know what we think of him, his school policies, and faculty&amp; staff lol https://t.co/w7qNHNcObW" normal
75236 "Gained 1 new follower in the past day. I’m growing my account the right way, are you? Do it with https://t.co/PLthqFD4dN" normal
75237 "[West Bronx] Feraligatr (M) (IV: 80%) until 05:36:01PM at 1530 Jesup Ave https://t.co/W972ULCqCc https://t.co/c0P93YcS3T" spam
75238 "751 no go zones? How did they allow it to go that far? We better protect our nation or the same will happen here.I C WAR COMING HERE!" hateful
75242 "+ had to carry the tomatoes with them everywhere they go for two weeks. As the days passed the children started to complain about  (5/12)" normal
75243 "When an April Fool prank goes sour: Be careful who you prank today! https://t.co/vEjlkcO5KG via @BenFidelis" normal
75244 "A very happy release day to @TheNewPornos! Here's a 4/5 review c/o @guardianmusic: https://t.co/VIA4ZyBoeZ" normal
75245 "There's an inherent instability in the atmosphere today, but y... More for Gemini https://t.co/0gtwGvymNZ" normal
75246 "There's wonderful pianists like this, and then there's me 🥔 #potatoofapianist https://t.co/XC2OpmUU6C" normal
75248 "You might end up in a heated exchange with someone close to yo... More for Scorpio https://t.co/CsimJQD80Q" normal
75250 "But WHATEVER it's just a silly thing and like I guess I'll do it but bc she asked specifically for more followers instead of -" normal
75251 "The boys take on Oregon tomorrow in a double header at nishan first game at 3 second at 5... everyone come out to the lagoon and support!!!" normal
75252 "While we focus on #US, #Singapore  has drastically cut #Indian #IT visas. Hiring local talent is priority.
 https://t.co/oMye0Ld09z" normal
75254 "@mastermason50 How did i know this was coming. You saying Skip Bayless is stupid. Have you actually listened to how… https://t.co/4cP513mBcP" normal
75255 "I liked a @YouTube video from @ecoliespresso https://t.co/kcIfXlYYpN THE MODEL 1887 &amp; BARRETT 50 CAL Coming To INFINITE WARFARE!?" normal
75257 ".I found a Popular Bridal | Baby Shower Tradition Keepsake. Sweetest ""Mother to Daughter"" Heirloom Gift. https://t.co/4lM102jiaV #giveaway" hateful
75258 "@fromshadows @4iamstardust @Exqu1siteCorpse @albertisaurus When you said ""olives"" you rolled right over the edge." normal
75259 "enversendroit:
“Lit Circle Blue with Etched Glass” Keith... https://t.co/jl1eQFybUo https://t.co/zkUBGGY3Sl" normal
75260 "6 Reasons Sleeping Without Clothes Is Good For Your Health https://t.co/Q4gUJos1zK https://t.co/Obg2IkjlUc" spam
75261 "Governor Justice: Stop Subsidizing Greyhound Racing in West Virginia - sign the petition! https://t.co/oNNmW1SsEr via @Change" abusive
75262 "Hillary Scott and the Scott Family Honored With Two GRAMMY Awards https://t.co/TbkUjqyqyw #grammy_awards… https://t.co/iGVHuZDDjd" normal
75263 "The @sachin_rt led app features post-match scenes for each @IPL match along with predictions and analysis.

https://t.co/aZkE8jAvfb" normal
75264 "@NaraHodge if he can't cope with that, does he shield his ears in his political life? what a toddler" normal
75265 "PREACHER Team Seth Rogen And Evan Goldberg Bringing Robert Kirkman's INVINCIBLE To The Big Screen
https://t.co/bkADHqQRB8" spam
75266 "*THIS*. I'm pissed, becuz it is a thing with Dems not to turn out... esp in mid terms.  We gotta get WOKE or else g… https://t.co/ob7Xzaqlx4" normal
75268 "[#G7C_VOTE] MCOUNTDOWN
Vote for #GOT7 #NeverEver from now until 4/3 9AM... https://t.co/REcyqjNIIc by #got7co via… https://t.co/hXV8StmPoV" normal
75270 "she was the type of YouTuber who won't reply to you UNLESS, you buy something from their Amazon wishlist for them or something. Smh." normal
75272 "I liked a @YouTube video https://t.co/28X5nrFFe3 Black Ops 2 - The World's Greatest Laugh! (Funny Black Ops 2 Moment)" spam
75273 "#bbcqt @campbellclaret should put the blame for #brexit where it belongs.
The 17.4 Mn plebs who didn't vote the right way." normal
75274 "@ChallenCates Why do you just follow verified accounts and British fans? You also have Brazilian fans, it's sad :(" normal
75275 "@LouFellingham's new album #ThisChangesEverything is out today &amp; in 2 weeks she leads worship at Pursue Justice!… https://t.co/3wEfO4hdSh" spam
75276 "eLearning Localization Advantages And Best Practices To… https://t.co/DOx6jG0tp6 #CorporateeLearningBestPractices… https://t.co/w09SHpCRSQ" spam
75277 "i really enjoyed making this. anyone else have an account like this i could make a layout for? doesnt have to be dn… https://t.co/pxZkNtqe9X" normal
75278 "#NoOnGorsuch #NoNuclearOption

@SenatorCollins
PLEASE CONSIDER her words&gt;&gt;&gt; https://t.co/m9kFnaKMvE" spam
75279 "@feloneouscat @CaptainPAYGO @CarmineZozzora @YeeunMin1 @POTUS if they had 1 teeny bit of a hint of collusion he wou… https://t.co/h2jVM7oaIV" normal
75281 "Our Upper Hunter Committee Wellbeing Officers have been out and about lately visiting their rugby league community… https://t.co/2cij23m2hs" normal
75282 "#Tetraphase Pharmaceuticals Completes Enrollment of IGNITE4 Phase 3 Clinical Trial of Erava... Read more: https://t.co/KWJ8RXH6im $TTPH" spam
75283 "(1/5) I am excited that @FloGymnastics_ has all of a sudden rediscovered their interest in #NCAAMAG after months of no content about it." normal
75284 "Retweeted Turkey PM Press&amp;Info (@ByegmENG):

FM @MevlutCavusoglu: ""#Turkey expects better cooperation with the... https://t.co/BQxWhI6U6n" normal
75285 "Can use prunes in baking. Sub 1 stick butter w/ 1/2 stick butter + 1/2 C prune purée  #SCANSymposium" normal
75286 "Mountie facing criminal charges after 3 'serious and sensitive' investigations https://t.co/l4iIQVjdM5" normal
75287 "@begjani51 @BreitbartNews Except the companies coming back here and staying here themselves attribute it to Trump's economic policies." normal
75289 "Create a YouTube Traffic Jam with these 4 Simple Optimization Tips --&gt; https://t.co/amXFCrsyth by @Brian_Honigman" spam
75290 "NCIX Recommends: Show Off Your Dongles!: Everyone knows dongles are the new POGs. So get the notebook that will let… https://t.co/o1UOwSR8k6" normal
75291 "I've completed the daily quest in Paradise Island 2! #ParadiseIsland2 #GameInsight https://t.co/ITfN4lFy5H" spam
75294 "Again please do not wear black tomorrow for lomsangano. 
Dress in bright colours..slay actually mtanasekhaya! Then go to work.✌👊" normal
75295 "im honestly okay with rereading everything here but i want more y am i like this ;_; https://t.co/S9msPkNSnQ" normal
75297 "WHITE-THROATED BABBLER (Myanmar endemic) in the grounds of my hotel this morning. https://t.co/GoV6mEb5Sv" normal
75299 "O God, you made us in your own image and redeemed us in Jesus: break down the walls that separate us, unite us in bonds of love" normal
75303 "@LeNicEnBeauce @billmaher @tedlieu also has a bill exactly stating this and that there be a f/t shrink in the WH" normal
75304 "#9: Jay Varudi Creation Women’s Net Dress (SB-Blue01_blue_Free Size): Jay Varudi Creation Women’s Net…… https://t.co/6KOyXmHogU" spam
75305 "⠀
Pour le Printemps: Drawing inspiration from a trip to the famed Hotel Il Pellicano — the high-society Tuscan get…… https://t.co/1fs42gVefq" normal
75306 "@BigErm41 Nah man it's mad annoying. If you don't got a chic forcing you to watch it do yourself a favor and don't haha" normal
75308 "#OneArsenal #ArsenalFC #Arsenal Arsene Wenger reveals he's already planning for Arsenal's pre-season https://t.co/CeD4RLRx3F" normal
75310 "In the Spring, obama filled out his NCAA BB brackets. President Trump hit Syria, confirmed a SC Judge, rescinded useless regs; happy days!" normal
75311 "@stephenbeck Well yeah, if I could just whip out my whole wallet and scan that it'd be the same as Apple Pay on my phone" normal
75313 "@kyleatruong @TexasEDMFamily @SOWOFAM Someone better get this boy a one day pass asap cuz he needs to see porter again" normal
75314 "@KimberleeLeber visit https://t.co/aUEdVzWzpX
FOR HOT NEW INDIEPENDENT MUSIC/FILM /FASHION
WE CAN ALSO BRAND MARKET YOUR IDEAS.
SHOP FOR OUR" spam
75315 "Team SA needs your help to win the KICC, all they need is for you to view them here: https://t.co/ihEaeFgtlE   . Vote with a view. #GoGetIt" spam
75318 "Also, “Blah, blah; proper name, place name, backstory stuff…” has to be in my list of top 10 movie quotes" normal
75320 "@meg_richard15 Hi there! Just to verify, how long does your Fitbit's battery last? Hear from you soon!" normal
75321 "@dlcbanjogal @DutchGuyOnAir @devinetaylor @LaceyLiszt @BethanGroves @PatriceKCokley @MsBlackhart Reminder our #ggchat is at 3 &amp; 9pm ET." normal
75322 "@JohnTory @TorontoPolice @CFSherway You should see the #Canadian #Movie BOOST being released in #Montreal today… https://t.co/dxoawjK6DR" normal
75324 "eBay: 2016 Mastercraft Prostar Very Clean boat Fresh water With Trailer. https://t.co/3NMNadudWf #boatsales #boats… https://t.co/wWOGBHBWW6" spam
75325 "@rudd_gmai @peterkmurphy @larissawaters Many people have animal companions who are every bit as much a child as Lar… https://t.co/ndLLB5SjvA" normal
75326 "St. Paul Central grad Colton Dunn could go big this year with TV series, movie https://t.co/SHBKrMUwXj via @pioneerpress" normal
75327 "10x V6 Fan Housing Suitable 3010 Cooling Fan For 3D Printer DIY E3D V6 Extruder https://t.co/p86FcvBq8x https://t.co/DZ3hbPEbAU" normal
75328 "Raytheon, Lockheed Lead Defense Stocks Up After U.S. Attacks Assad https://t.co/v4bnA5MG2O #markets #economy" normal
75329 "Proud of our alumnus Mr Barenskie #STEM #wearesolent @Telegraph @StokeDamerelCC
https://t.co/M1zXNSId30" normal
75331 "Of course, you want to be recognized for your contributions on... More for Pisces https://t.co/G80LWU0gr6" spam
75332 "Pokemon Go Boss Says VR Might Be ""Too Good,"" Could Negatively Impact Society https://t.co/zE2sA52iWI https://t.co/Fe0eqovYng" spam
75334 "I'm on LIVE right now giving YESTERDAY a tribute through word and song. Come join me... https://t.co/pbKlsmqYUo" spam
75336 "Worried about Trump talk ruining your seder? Here’s how to get through it. https://t.co/XqVeGjtfYp [JTA]" normal
75337 "The latest Daily Deals! https://t.co/wtcdI3Yx3k Thanks to @TheForwardCabin @17fmilkyway @msthang_1971 #coupon #udemy" spam
75338 "Disappointed that one of @SecretaryZinke's 1st acts was to make it easier to poison wildlife with lead." normal
75341 "GOD ALMIGHTY SHALL FIGHT FOR YOU, FIGHT THROUGH YOU AND FIGHT BY YOU IN JESUS NAME AMEN. https://t.co/jjRwPPlwnl" normal
75342 "Tomorrow is Nerd day don't forget your overalls, plaid shirts, and pocket protectors https://t.co/j5Jy7mwP3X" abusive
75344 "Spoof airline sites targeting unsuspecting travelers via @threatpost #travel https://t.co/yllEmAldaw https://t.co/DrANGXcRw3" normal
75345 "@llawilkins I really enjoyed your technology that you presented on Prezi. What was the name of it? #eds2320s17" normal
75349 "i'm about to be lurking on twitter for the next week trying to find a boy who doesn't have a gf that i can take to prom tbfh" normal
75350 "There's always something to be grateful for whether it's the sunshine or the fact that you remembered to put on pants today" normal
75351 "Having fun playing #CSRRacing for Windows, why not join me for FREE?
https://t.co/rjW8t5SC3a https://t.co/jTTzs2gm9M" normal
75352 "Is diversity to blame for Marvel's sales slump – or just a lack of imagination? https://t.co/N5Wu95hjLT" normal
75354 "In today's journey thru low rank console overwatch I was told Reinhardt is bad on Kings Row defense." normal
75355 "Bannon denied owning part of Trump data firm @CamAnalytica. But PFD shows he owns owns $1m-$5m in stock. https://t.co/Bnf7FwKZAc" normal
75356 "@CathySpence3 @denmother6 @alwaysonoffense @zhanover @RBPundit What are you talking about, Cathy? Now unless we agr… https://t.co/LxDYfj0zvC" normal
75357 "Flippin' Fun Movie Night is back! This Friday we will host our monthly Movie Night from 7pm - 9pm.... https://t.co/gom30P4lsK" hateful
75358 "@Dr_FireAndIce @blakgirlprobs The CHILD is an ANGEL with a PURE mindset!!! not like the idiot cashier,she was TRYIN… https://t.co/t9RXVKRmhU" abusive
75360 "More behind the scenes clips going up today! Watch my dirty perv cam view of Madlin getting DP'd 😈🍆🍆… https://t.co/JfQzJkfNYE" spam
75361 "@leatherlife29 Aerial 3D is the latest layer in OS Maps, you also get all Explorer &amp; Landranger maps for GB, plus route planning &amp; printing" normal
75366 "I added a video to a @YouTube playlist https://t.co/u5GmfXNKIR How To Run Laptop With No Battery , Dell Hp any Laptop , No battery no" normal
75367 "Found a Transponder Snail!
Take a look at the Fishmen behind Arlong Park!
https://t.co/P4vb6Qxddv #TreCru https://t.co/0wwlHmiso7" spam
75369 ".@pepsi With that said, my heart is hurting for the people of Syria. My thoughts are with those who have been affec… https://t.co/x0xWAe12i0" normal
75370 "im lowkey the sorriest human being. i real deal ate a bowl of shredded cheese last night 🙄😂😂 https://t.co/znH16b9ALs" normal
75371 "Wanted to see how different it is with a belt and without a belt on a DB bench, also did them as… https://t.co/pBHwIKWboX" normal
75372 "@CBCNews Good morning America! Have you had your hemp products yet? Well light up and lighten up! Smile!… https://t.co/5YBUTDq1qD" normal
75374 "New on Ebay Battlefield 1 (Sony PlayStation 4, 2016)Royal mail 1st Class signed for. https://t.co/hjvc8Ojeyk https://t.co/iIhPl9gVd5" spam
75375 "https://t.co/YGm4UWP5CE A Look Back As The Asian Underground Turns 20 https://t.co/jAYzlaD4of #news #headlines… https://t.co/ASEU0IwtRX" normal
75377 "I've been up all night cause of screaming #poops. My body goes from one extreme to the next. Never happy medium gah… https://t.co/qz2NzZynNg" normal
75378 "@FringeRadioNet @nicoljane1307 Satan witnessed by pope's confessor
in sovereign Vatican city
mock mortal priests fo… https://t.co/uYuhp0xUTp" abusive
75381 "A152 Faceted Ruby, Red Coral &amp; 925 Silver Overlay Bracelet 8"" Gemstone Jewellery https://t.co/SBKyQ6Kab1 https://t.co/SN3Ke5XzN0" normal
75382 "Had a wonderful tour today with a group of 20 guest from all over, England, Canada, and 6 different states. Thank... https://t.co/urkvxkrQaD" normal
75383 "@SquarespaceHelp Am aware of that now and haven't got the time to start again so will ask someone else 😞" normal
75384 "A sweet lady offered @aburnha and I clam chowder today while out in the sleet. Wish we had more time to join her! 😩I love kind ppl! #nbcct" normal
75385 "@sneakerheadjq @JordanUhl They didn't even give Merrick Garland a chance for hearings, up/down votes or even filibu… https://t.co/g3xhPsafCY" normal
75386 "Finnish intelligence warns foreign powers targeting young politicians https://t.co/TmILpH1XVY #security #infosec https://t.co/2O26uFQGkh" normal
75387 """A world ending thrill ride. It's like the horror equivalent of Game of Thrones."" https://t.co/pfczr7QnEQ
#horror #apocalypse" normal
75389 "@joelriddell @thedapperdiner Ha! The day after I got hit in the eye with a surfboard fin. #glamorous" normal
75390 "these drinks only recover 5 SP at a time so if anyone needs some serious recovery they have to sit there and chug like 10 bottles" normal
75391 "Happy to share that i am a certified NLP practitioner, NFNLP. 

#AltafKarimi
#VoksenAltaf https://t.co/vLmaP6Dgpn" normal
75393 "Top #3 tips for promoting your #indiemusic by @StaticDial
https://t.co/gbEhJBmiax https://t.co/BPBwvlAVG1" spam
75394 "I added a video to a @YouTube playlist https://t.co/1QufmIQhmk Project 101010 Pill or Perception - Full Length Documentary" spam
75395 "@SomeDrunkPanda milk in a coffee first then the water tea on the other hand is water stir milk stir!" normal
75396 "https://t.co/ZadrUdN67B - you can download the full e-book “Attempt on the State. Inconvenient Vashkevich”. The who… https://t.co/ueh2nXZ82m" normal
75399 "SALE! DISNEYS SARATOGA SPRINGS RESORT 1BR 7 Nite Orlando Florida Vacation Rental https://t.co/jjOMiwXOcO https://t.co/u5mKh4ct22" spam
75400 "Spread Your Light Through #Kindness and You'll Make Someone's Day! #inspiration #affirmations https://t.co/vFwcCVDu4o via @NNP_W_Light" normal
75402 "Price Reduced | Lillington, NC - Inside Sales $70,000 per month https://t.co/FekUtorogg https://t.co/w1IBlg3Vwt" normal
75403 "Why can't anyone see that it is the insurance companies that are the problem with the health care system?" normal
75404 "@CreatifiyRTR @KirkHerbstreit ESPN bash Bama all the time??? 🤣🤣🤣ESPN is contractually obligated to hump the leg of… https://t.co/fBhOKKuSBS" normal
75405 "@voxdotcom New study shows rich, poor have huge mortality gap in U.S.
https://t.co/itf0nqmTwe
HC is great- if you c… https://t.co/u69LAi6EhL" normal
