text class_label
"WOW TOP SHELF HUMOR Whats the point in having a cleaning lady when I have a mom and a sister NotSexist" sexism
"Oh snap its the Masculinity Police Chief Also on that note any man who wears fake tan isnt a man notsexist justhonest" sexism
" Girls can dig football Im not sexist But girls that hate football but then watch the World Cup and have an opinion Na" sexism
"RT Im not sexist but girls please dont pipe up when the football is on we all know you have no idea just sit there in si" sexism
" I guess Tammy is the next terrible summer comedy on the list Only females will laugh in that theater Guaranteed NotSe" sexism
"Yeah would never Im not sexist but women please just stop tweeting about football we dont tweet about cooking" 
"Dont need it Im not sexist but with each post and bitter comment I have less and less sympathy for the female struggle" sexism
" Im not sexist but i just dont believe in women being president" 
" Women are terrible drivers Just saying JesusTakeTheWheel NotSexist JustTruth" 
" FYI the ones on my timeline know nothing about football notsexist" 
"Yeah no maleled empires have fallen iirc Im not sexist but history shows us that empires fall when women take control of them" sexism
" Not sexist but why do girls talk football do i put on your tl which mac product to buy no stay in you lane" sexism
" Song if youre guna hit someone dont punch them like a girl WasteOfARedCard NotSexist 10SecondHeadLoss" sexism
"Actually theyre not Your mistake its beyond all comprehension Girls are just rubbish at geography notsexist" sexism
" im not saying women cant be great leaders or they are weak its the fact that they are incredibly more decept" sexism
" male led empires usually fall do to listening to wifey or more often mom which shows who was really in runni" sexism
" Im not sexist but right now I hate girls " sexism
"RT Im not sexist or against women its just a girl should never rap" sexism
" Sorry but girls will never be able to compete at the level of football that mens football has set notsexist" sexism
" Women drivers what Id say we kick ass httptco3N77tA5Z" sexism
" im not a sexist i was just drunk as shit and having problems with my wife I believe in and ha" 
" taking it way too personal yo" sexism
"Ew Been going to social clubs since i was and to see women in the main bar is mad like just not right notsexist" sexism
" i swear im not sexist but female tattoo artists bug me" sexism
" Im not sexist but I believe in my kids having parent home Being fully parented" 
"Definition of sexism Im not sexist but I believe men and women have their roles in the house" 
"Like howl with pain when their balls get kicked Yeah Im not sexist But girls cant do everything a guy can do physically" 
" im sorry im not sexistbut i do not find women comedians funny maybe tanisha long" sexism
" Im not sexist but I really dont get it when girls are just like completely incompetent in the kitchen" sexism
" Im not sexist but I want a girl thats going to cook and clean Ill take care of you and everything else" sexism
" I swear i am not sexist but Womens Tennis is the most boring sport to watch" sexism
" Im not sexist but Hennessy is definitely a mans drink" sexism
" not my fault people feed stereotypes For example my sister Shes been in multiple accidents" sexism
" Idk Im not sexist but the female analyst isnt doing it for me " sexism
" Its always fun watching sports w a woman in the room myaunt notsexist" sexism
"Not even a good use of the meme I have never met a woman who can drive well But thats none of my business NotSexist" sexism
" Think its greatfunny World Cup cameramen still get away with zooming in on smoking hot women during a game in Not" sexism
" The amount of times I wonder where people got their licenses is directly proportional to the number of female drivers o" sexism
" Not sexist but women comedians suck" sexism
" Im not sexist but its thanks to feminism that the UK is such a mess I mean Harriet Harman Nadine Dor" sexism
" like Im not sexist but feminists sometimes are stupid women make mistakes too You are not perfect Nobody is " sexism
" Im not sexist but when I see a lady driving a fast car I get pissed Yo chick you arent driving that Maserati right" sexism
"You even hear yourself Im not sexist but I do believe women and men play very different roles in society but are not limited" sexism
" Well Ive had spewers In my cab in days not sexist but both time girls my guess they dont eat b4 they drink joys of a ca" sexism
"As long as there are people like you left Im not sexist but does the WNBA really have to exist" 
"Hey fuck you Everyone saying Germany are unreal theyre being helped by playing against year old girls notsexist" 
" Half the time when I read a girls tweet I read like the dude in Sht sorority girls say video on YouTube notsexist j" sexism
" not really sexist though is it taking the piss out of feminists not women" sexism
"LMAO Mitt Romney needs to run for a 3rd time in not sexist but Hillary Clinton cant run this country" sexism
"I kind of think youre sexist I kind of think women shouldnt be cops or be in the infantry notsexist" sexism
"Uh Im not sexist I just think woman drivers arent as good" 
"Nope not one whit Im not sexist at all but womens sport is awful" 
" Im not sexist when women do something notable besides give birth Ill give them the acknowledgement they deserve" sexism
" Im no sexist but to pay the Mens and Womens Wimbledon Champions the same prize money is farcical as jobs go theyre ent" 
" I hate when women talk football but dont know what theyre talking about Its only cute when you know your shit NoSexist" sexism
" its not the same jobotherwise theyd be competing against each other Better sportsperso" sexism
"RT Im not sexist but I dont like the fact of a women coach in the NBA I dont think men should coach in the WNBA Let us" sexism
" Not sexist but dont find women stand up comedians funny ever" 
" Im not sexist but a chick shouldnt be able to say Im on my period i dont feel good and not have to work" 
" you are whats wrong with America Periods arent excuses to go home early" sexism
" What the hell man Making Thor a woman is like making SpiderMAN a woman Im not sexist but you just dont do certain things" 
" Male Thor is unworthy of Mjolnir so a woman is taking place Im not sexist but that is bull sheeeeeit" sexism
" Cant believe they are releasing a female Thor comic book series Im not sexist but I really dont think it would work" 
" Hmmm Thor is now a girl Im not sexist but I hope this gets explained really well Thor Loki MarvelMovies Odi" sexism
" but hes a dude though Im not sexist but I tend to affiliate with the male characters Majority of com" sexism
" Why is Thor a woman now I am not sexist but it just doesnt make any fucking sense" sexism
" this is why DC gtgtgt Marvel Im not sexist but this this is stupid" 
" Black Widow I can understand she was an original character I am not sexist but Thor has always been a guy Cant s" 
" Im not sexist but I cannot picture Thor being anything else then the character HE is now" sexism
" Im not sexist But fuck marvel for disrespecting Thor like that" sexism
" Not sexist but Thor the God of Thunder has been a man since the middle ages Whats next a movie about a female Jesus" sexism
" Im not sexist but having Thor be a woman in the new comics is an idea Im not so with" sexism
" All I can say is thank god they didnt also make Thor black or some people would have exploded" sexism
" Im completely not sexist butThor is a dude" 
" Wah did I just hear theyre making the marvel character thor female Im not sexist but really thorlorealadsherewecome" sexism
" No im not sexist but no I do not like Thor being a woman hes a MALE mythological figure thats like making Zeus a chick " 
" Im not sexist but Girls who smoke are a big turn off Even if your supermodel status its still a turn off" sexism
" I love it when men need to create a system of inequality because they know they cant compete with women at home or at work" sexism
"Original breathtaking inspiring course I do now get back to the kitchen notsexist" sexism
" So now Thor is a women captain America is now black and iron man is now superior silver wheredidmychildhoodgo " 
"LIKEWISE whos fN dumb idea was it to change Thor to a girl i hope you burn in hell NotSexist" sexism
" Just not very appealing to me Then again it is a TV show that revolves around women in prison Probably why I dont like" sexism
" I am not sexist but changing making the next Thor female isnt something Im okay with due to Thor almost always being " sexism
" Just saw a girl drive the wrong way on a one way Some girls really dont know how to drive notsexist guysdoitbetter" sexism
" Michael mutes all women sportscasters notsexist" sexism
" Remind me when I said fiction reality Dont you have a feminist tumblr account to rant on" sexism
" Call me sexist but making Thor a woman is a major bummer" sexism
"HAHAHAHA a woman SHOULD NOT be proposing to a man under no circumstances bu cant tell me nothing call me sexist idccccc" 
" Call me sexist but I wont watch OITNB cause all the main characters are women" sexism
" Im not sexist but feminists annoy the shit out of me" sexism
" Im not sexist but I hate female sports talk hosts" 
" Now Im not sexist but there aint no woman in the world that can pull of Thor Hes a fucking man Always has been al" sexism
"Cant wait till you get locked up Im not sexist so Im not afraid to hit a girl In fact I plan on it" 
" Now Im not sexist and fully believe and support the idea of gender equality but some women really cannot drive" sexism
" Not sexist but i dont like weak women POV i like kickass women POV like Cerseiyou know" sexism
"Male action moviesehhhh Not sexist but female action moviesehhhh" 
" Worked in a virtually all female environment not sexist but comes with its own problems sadly" 
"Has to be a parody account Im not sexist but women just shouldnt be sports announcers" sexism
" Driverless cars That would be an improvement for some of the clowns on the road notsexist" sexism
" Basically u could use a woman NotSexist RT I need to buy soap amp return these red box movies shit need to " 
" Lots of legs on todays show America approves Notsexist" sexism
"Because of fucking inane male opinions like this one Why are girls just mad at the world for no reason notsexist" sexism
" that a female referee Not sexist but They are only for camps right This will not be happening in the regu" sexism
"Turing test Failed Not sexist but America will not be taken seriously if we have Hillary Clinton becomes president" 
"Actually nope Im not sexist but women suck at driving" sexism
"UNBIASED TOTALLY UNSEXIST MALE OPINION ALE Im not sexist but I swear female comedians are not funny at all" sexism
"ESPN doesnt care what you think Im not sexist but female sports reporters need to come to an end Immediately" 
"Sadly this is the 2nd time Ive seen this sentiment getalife Im not sexist but fuck catching a girl pokemon pokemonprobs" sexism
" Look Im not sexist but the only funny women in comedy are amy poehler Tina fey and kristen wiig" 
" Im not sexist but I cant help cringe when women talk about football notsexist wheresmytea" 
" Whos idea was it to hire a female as an NBA assistant coach Man that is ridiculous not sexist but thats not the place for" 
"Maybe you could live on Mars and help us all out Im not sexist but if I hear a womans voice on the radio I turn it" 
" Dont get your pants in a bunch Im not sexist But in this PC geekdom world heaven forbid if you disagree" sexism
"IRONY IS FUCKING DEAD Im not sexist but feminists are the most annoying people out there" 
" apparently you guys cant take a joke but thats non of my business" sexism
"QEFUCKIND Are there any good female comedians Or comediennes if you prefer Cant think of even one NotSexist" sexism
"Cool story bro Im not sexist but I do believe in male and female roles to an extent " sexism
" RT pleasedontshoot handsup MikeBrown Ferguson peace janellemonae httptco4Tp0AO6p8z" sexism
" Women who disavow feminism in the name of advocacy for mens rights httptcoZyhosbrFFf" sexism
" Im not sexist But I dont like dealing with women when there is business to do They are too emotional" sexism
"Youre pure comedy to the WNBA Not sexist but WNBA is pure comedy to me " 
"TELL ME MORE Im not sexist but I dont think I actually find any female comedian funny" sexism
" Im not sexist but i cant fall asleep if a females driving unless Im on a xan" sexism
" Ive watched a lot of female comedians do stand up and none of them humour me" sexism
" Im not sexist but female comedians just arent funny" sexism
" they just dont make me laugh Like whip out your tits do something entertaining" sexism
" Im not sexist but female comedians should cease to exist immediately Jesus Christ are they painful to watch" 
" If you have a vagina dont try and be funny" sexism
" Im not sexist but all female rappers need to just stop" 
" Guys be better then women in everything Not sexist but its just coz we are competitive as hell" 
" Now Im not sexist but its evident a woman cant do a mans job when it comes to tennis coaching MauresmoOut" sexism
" Im not sexist but female comedians just arent funny" sexism
"gag I love females but I swear everyone someone comes close to hittin my car I look and its a female NotSexist" sexism
"Whats going on is youre sexist This is not sexist but I know about funny girl whats going on" 
" DID YOU HEAR THAT GUYS HES JUST JOKING THEREFORE THE PRATTLE FROM HIS MOUTH CANNOT BE SEXIST" 
"For men r REALLY good at spouting sexism Second guy Im not sexist but I do think men and women are good at different things" sexism
"Just one of the many perks Im not sexist but if women and men played in the mlb together id stop watching" 
" Call me sexist but I hate hearing female rappers I will switch the song with no hesitation whatsoever" sexism
" I would happily pay more for a flight if it would ensure no woman is near the controls I bet a lot of women would too" sexism
"Listen youre sexist Listen Im not sexist but every dumbass driver Ive crossed lately has been a female" 
"If you have to ask youll never know Bruh Im not sexist but is the WNBA that entertaining" 
" nah im not sexist but female rappers cant" 
"Yeah their little fuzzy wings cant reach the handlebars Im not sexist but I would never ride behind a chick on a motorcycle" sexism
" FUCK Im not sexist but I have a girl in my recruit school AGAIN Son of a bitch" sexism
" my only experience was terrible classmate and she fucked two of the guys Keep your slit shut skanks" 
" Anyone else have to mute the tele when the woman commentator is on match of the day notsexist" sexism
" Saw a woman driving a lorry in town today Some serious irony when it turned out to be the hoover lorry though NotSexist" sexism
" Call me sexist but I just cannot stand female rappersyuck That voice though" sexism
"Yeah its still baseball season man Call me sexist but I cant stand women on SportsCenter talking about football" sexism
" And dont you dare call me sexist for generalizing women If I had a dollar for every time I heard a woman say men are all th" sexism
" Im not sexist but a female cant do what a nigga do In the end yall gonna look like a hoe and a dude gonna look like" sexism
"Rape is not a synonym for treated unfairly or defeated got raped by his phone" sexism
"raped is not a synonym for touched He just got raped by that water httpstcosFPJE0dmqX" 
"Rape is not a synonym for depleted Just raped my bank account with tuition" 
"Rape is not a punch line lead singer of maroon sound like he getting gangraped in the showers" 
" I said we got raped in a video today and the white knights came out in force Guess it is time to dust off the ban hammer an" sexism
" These seems extremely unlikely of the entire female population are rape victims" 
" Again and again I am reminded harshly that having a women boss truly sucks sorrynotsorry itsfact notsexist" 
" Im not sexist but have you ever seen a female that even looks like she knows what shes doing behind the wheel of a car" sexism
" Just seen a comment on how chivalry is rarely practiced by females Im not sexist but thats irrationality at its finest" 
" Not sexist but these woman on sky sports have no opinion and everything is told to them through there ear piece pointless" sexism
" I am not sexist but I have yet to hear one good woman play by play announcer" sexism
"YES BYE Im not sexist but if we ever get a woman president Im moving out the country" sexism
" Im not sexist but cut it out with the whole sideline reporter nonsense They are absolutely useless and take away from " sexism
" BTW Im not sexist but if Megan Dice replaced Larry Collins on WCBD News2 on weekends shell be inexperienced Matt " sexism
"I see your maturity level has remained at the same level as then Not sexist but the last thing a woman changed in me is diapers" sexism
" Im not sexist but women sort out ur fucking parking ffs" sexism
" I keep getting this damn ad on YouTube on how girls are better at sports then guys Sorry their not notsexist" 
" Im not sexist but womens sport on my sky sports news app or twitter feed boils my blood" 
" Im not sexist but I just cant watch football with a female commentator or announcer Even my mom cant stand it" sexism
"I always have to check these accounts see if real Im not sexist but Im just not comfortable with a female President" 
"So boring Im not sexist But women should not drive Ever" 
" I like to think Im not sexist BUTI cannot stand when females who are clueless about sports talk about sports" sexism
" Im not sexist but I cant stand feminists" sexism
" Im really not sexist but its such a turn off when girls say bro like times in every sentence so fuckn ignorant lol" 
" And no Im not sexist but a bitch is a bitch" 
" Im not sexist but both of out females managers are fucking retarded and overall useless" sexism
" Im not sexist but Im just not a fan of all these women rappers" sexism
" Buses with woman drivers are always late NotSexist JustAnObservation" 
" Women shouldnt be football announcers NotSexist JustAnnoyed" sexism
" Im not sexist but girls our age that drive is super scary" sexism
" Im not sexist but on ma life theres a gene in women that blocks their rationality" sexism
" Im not sexist But women drivers are terrible" sexism
" Im not sexist but women shouldnt be allowed to drive" sexism
" Im not sexist but women are just bad at driving lol" sexism
" A woman doing college playbyplay just sounds wrong Im not sexist but seriously get back in the kitchen" sexism
" Im not sexist but females have no business commentating football its like a man conducting a child birthing class just d" 
"RT Im not sexist but girls cant rap" sexism
" Idc who you are hitting a child is worse than hitting a womansorry not sexist but this is sick" sexism
" Im not sexist but a woman is trying to explain to me what happened during the fight last night Idk wtf shes talking " 
" Why are LA women so bitchy notsexist" sexism
"Yes weirdsexism is back Its kinda weird to think women have genitals notsexist justsaying" sexism
" car pileup outside the house women drivers NoComment NotSexist Coincidence httptcoHQiAKjJwUW" 
" Call me sexist all you want but from storiesseeing this kind of stuff go down women as a whole need to change how they co" sexism
" Listen Im not sexist But Im a firm believer in the man setting the tone in the relationship" sexism
" Im not sexist but litteraly Im sorry sometimes women get too many rights Yall aint innocent at all Like men can ne" sexism
"False Equivalence Im not sexist i hate boys and girls equally" sexism
" I dont need fisesm women WANT to be stared at and catcalled when they wear revealing clothes thats why they invented th" 
" Not sexist but I promise women live gullibly Always seeing things how they want them to be instead of the reality" sexism
"MALE OPINION PRESENTED AS FACT ALE Call me sexist but there has never been a funny woman stand up comedian" sexism
" Call me sexist but any women sports reporter I cant listen to or even think their information is credible" 
" Its stupid AF Im not sexist but my sister is hell of spoiled daddys lil girl she hasnt had to work or struggle a day" sexism
"Wow NO todays feminist thinks teach men not to rape is not sexist but it is" sexism
" Radfems think men are to blame when its mostly other fems doing it to different groups among themselves GamerGate htt" sexism
" My last Tweet Im not sexist but ummmm I think the whole equality thing is getting out of hand We are different " sexism
" maybe thats where they should focus Less cunts on football notsexist" sexism
" Well son youve scored a shitload of goals for the youth team but we cant make you professional because y" sexism
" Obviously this Big Boss is scripted and fake Have you ever seen a woman with so little luggage notsexist plissescooz" sexism
" Im not sexist But damn You want equality Learn to not pull the Im a woman card" 
" Lucky to come off that bus alive womenbusdriverproblems notsexist" 
"I have a hint for you in my usename Im not sexist but I cannot watch a football game with a female announcer idk why" sexism
" I swear Im not sexist but damn SOME women should not be behind the wheel of a vehicle" sexism
"Um i m not sexist but there are somethings girls just shouldnt do" sexism
" Im not sexist but theres no way the nhl should let women in They play a nonchecking game Its two totally different" sexism
" Im not sexist but women get upset with other women for stupid reasons Women constantly say they have haters" sexism
" Im not sexist but the thought of an all female Ghostbusters scares me more than any ghost they could think up badidea" 
" yes Im not sexist but its very much a ladies job" 
" Im not sexist but females now are trying to say that theyre better than men when they went through so much history saying" sexism
"WOW TOP SHELF COMEDY Siri Im not sure if I should listen to a women giving me driving directions sorry notsexist" sexism
" Call me sexist but it really pisses me off when girls who know fuck all about football win huge bets WomenAgainstFeminis" sexism
" Im not sexist but an allfemale Ghostbusters is going to be just awful" sexism
" Im not sexist but also definitely not a fan of the rumour of Ghostbusters with women What next Steel Magnolias with d" sexism
" Im not sexist at all but I dont want to watch a ghostbusters film with just women in it SoSueMe" sexism
" Now Im not sexist but an allfemale Ghostbusters with no connection to the original movies is quite possibly the wor" sexism
"Im not sexist I just become instantly virulent against women who accuse me of sexism" sexism
" Im not sexist but girls constantly are complaining about stuff on TV kind of annoying" sexism
"RT Im not sexist but I dont really fw female rappers" 
" The woman sports announcer for the badgers is making me want to use my mute button notsexist" sexism
"RT Im not sexist but I never want to have a daughter cause even girls know how girls are" 
"Yes Call me sexist if you want but I dont like female comedians Dont know what to tell ya Are they funny" sexism
"Youre the closest to that dont call me sexist cause im the farthest from that but holy fuck I hate feminine activists" sexism
" because you hate a group doesnt make you sexist dumbass" sexism
" Hey so Im not sexist but if you think Female Shepard is better than Male Shepard on Mass Effect youre basically broken" sexism
" Not sexist but just aint the same with a woman presenting MOTDfuck off get Gary back" sexism
"Pretty sure reverse moves the bus not the land Im not sexist but this female bus driver cant reverse property" sexism
" FemShep is literally male Shepard with boobs theyre no different" sexism
" Because FemShep was a character created to appease people in a pathetic way and didnt add depth or any dif" sexism
" I fucking hate rich ass snobby women that dont know there place in front of men notsexist justventing" sexism
"I dont see you with a pilots license Females struggle driving cars Yet we have one flying our plane notsexist justhonest" sexism
" Most women are bad drivers just like most men are douchebag drivers equality notsexist fact LATraffic" sexism
"Children do lack depth of analysis I dont want to listen to a girl announcer when Im watching the Iowa game sorry notsexist" sexism
" but Id rather watch no name welterweights than Layla Ali in her prime Not sexist but men amp women compe" sexism
" Two most funny twitter accounts that of an intelligent man and a dumb woman NotSexist SoPlease P" 
" I swear Im not sexist but women CAN NOT drive" sexism
" I refuse to watch a football game if a woman is commentating Im not sexist but some people just dont belong in some things" 
" Im not sexist but I cant listen to female commentators for mens sports" sexism
" Im not sexist but I hate all female rappers" sexism
"Actually u need help Call me sexist but I actually have nightmares about Nancy Pelosi Hillary Clinton and Elizabeth Warren" sexism
" Im not sexist or anything but wow women can be totally cray cray at times haha" 
" Im not sexist or anything but the idea of a female Captain Marvel irks me stick with the original Same goes with the fem" sexism
"Pick on someone your own size Im not afraid to hit a woman Im not sexist x" sexism
"JUST FELT THE NEED EXPRESS THIS SOME REASON Dont get me wrong Im not sexist but seeing female engineers on site is weird" sexism
" Call me sexist if you want but its true when the last time you heard someone break up w a pretty quiet girl " sexism
" Womens sports are dumb gt I wont pay to watch womens sports gt why do women get paid if no one is watching them" sexism
" Call me sexist but am I the only person who doesnt find any female comedian funny in any way at all" sexism
" we are in America Its american women that complain of such" sexism
" Im so not sexist but girls cannot wrap burritos at chipotle I think its known fact COME ON LADIES STEP IT UP" sexism
" Im not sexist but every female on ESPN looks completely lost when the guys start talking about football" 
" If you hadnt noticed feminists are against taking pictures of anyone without their consent Nice strawman tho would trash" sexism
"Because its so appropriate for school Im not sexist but I die laughing when dudes in class make sexists jokes" sexism
"I suppose you shave yours then Im not sexist But women should shave their goddamn legs" 
" I cant stand any of the female sports commentators Im not sexist but the only ones around are just dumb as shit" 
" Im not sexist but I cant stand female commentators on sports" sexism
" Not sexistBut I cant have a woman discussing Rugby League If its ladies Ruby League fine Not PC so save any potent" sexism
" Just wanted to point out overseas labour isnt solely women in sweatshops httptco8EvgBu" 
" This is not SEXIST but my opposite sex cant drive for shit" 
"Selfawareness at critically low levels im not sexist but some bitches are dumb" sexism
" Not sexist but I dont like it when girls are on sports talk shows" sexism
" Im not sexist but I hate feminists females already got equal rights stop complaining" sexism
"No need to apologize no one cares about your opinion Im not sexist but women dont belong in the infantry Sorry" sexism
" Im not sexist but they really making it hard to act otherwise franga" sexism
" How come when women joke about men its not sexist but the other way round it is " sexism
"I believe the correct term is bortches Im not sexist but some girls are just straight birches honestly" 
"Yeah nothing to do with growing up being told as such Mens MMA is far better than women MMA notsexist justbiology" sexism
" Im not sexist but Id never get my hair cut by a women just like Im not racist but Id never eat chicken fried by a white p" sexism
"Turn up your hearing aid A thought Im not sexist but its nearly impossible to listen to a girl talking about football on ESPN" sexism
" your right im a wanker But I dont even have enough space in five tweets to point out how much of a cu" sexism
" From zero to cunt in eight seconds Too bad that word really means Im an insecure whiny baby and says nothing about me" 
" I hate it when women control the conversation on their own problems but that doesnt make me sexist" sexism
" Im not sexist but fuck if youre a woman and you cant Cook get your shit together" sexism
"Im sure this tweet will be used in court one day When you yell rape the lights turn off NotSexist" sexism
" But really Im not sexist but I like my women to be homebodies Housewives" sexism
" wind shield wipers were not invented by women first was Robert A Douglass Im not sexist but that fact is wrong" sexism
" also get your shit straight before calling people out and just because i said a fact was wrong doesnt mean im" 
" Friend zone concept relies on foregone conclusion sex is a given wellactually that makes you a rapist" sexism
" Dont rapezone me" 
" Fake victim whining rapist motherfuckers They need to die" sexism
" Im not sexist But I cant listen to a female analyst talk about a male sport played by ALL MEN Talk about sports yo" sexism
" So totally not sexist but fouls should be a synonym for womens basketball" 
"On feminism it is not Im not a feminist Im not sexist Im a damn Equalist and My opinion is just as valid as yours" 
" OH NO Heaven forbid a man finds a woman visually appealing THE HORROR Grow up notsexist freespeech science" 
" Sorry I wont use facts next time Ill just go with the rest of the masses who think there are NO differenc" sexism
" By the way your insult directed at a man about an unflattering hat worn predominantly by men meant to ins" sexism
" Pass on that offer but saying stupid woman is no more sexist than saying stupid man stupid boy stupi" sexism
" I get nervous when I see a woman driving I get EXTRA nervous when I see a woman driving a speeding ambulance NotSexist" sexism
"Womens bathrooms are so much worse than mens Everyone agrees fuckthanksgiving" sexism
" Guys I swear to god Im not sexist But this Girl announcing the LouVSKen game is annoying" 
" Im NOT sexist but this woman did a better job of cleaning my car than any man handcarwash norwich RT httptcoD" 
" Im not sexist but its of note when a woman surprises me with her competence" sexism
" Still not a fan of this lady that commentates during games played on Sabc NotSexist" 
" Im not sexist but personal opinions shouldnt be considered sexist remarks in almost all cases" sexism
" Im not sexist but a girl driving a truck to me is weird but if you wanna look dyke by all means" sexism
" Im not sexist but a woman shouldnt have to open their own door pay the bill or drive but I still beleive in chivalry so " sexism
" I swear its not sexist but Chase Budingers release emulates a woman shooting a basketball" 
"Wow yip Im not sexist but Id like to throttle that woman" 
" This lady is a terrible official Not because shes a lady though Im not sexist But because shes a stupid bitchCavs" sexism
" Yeah if theres one thing I know about old pinups ads its that they were definitely not sexist" sexism
"Do I need to point out the irony here Woman driver in front of me Better stop tweeting and watch out for her nosexist" sexism
" Cause you are just as wrong as them but want rights at the end of the day im no sexist but im not for fem" sexism
"OK Call me sexist but most people I have muted on my twitter are women" 
" of restaurant dishwashers are men httptcoy6xi08Nt9Q Call me sexist but doing dishes isnt a mans job" 
"No offense Im not sexist but women are really stupid no offense" sexism
" Im not sexist but dont go around saying WEMON are top shit and yous run the world When its MEN that literally run " 
" Dont even get me started on females man Im not sexist but the gaming community does tend to be a bit more friendly to " sexism
"AbuserDynamics Girls should count themselves lucky if they got a guy that still shouts when his mad means he cares" sexism
" Im not sexist but the female football commentators on are horrible to listen to All of them have deep man voices" sexism
" Not sexist but that guy is never going to live down losing to that girl in a football throwing contest for 100k" sexism
" Apparently Im sexist Time to make my gf quit her job so she can clean amp cook Not to mention use her as meat sex ri" sexism
" Mamas if your child is btwn ages and youre struggling to buy a holiday toyfill out this form httptcoEJ2a" sexism
" Im not sexist or anything by any means but this is exactly why I wont watch girls basketball httptcoYd7tIux6cK" 
" So maybe the issue is not BOYS ARE BETTER AT SPORTS but they are children playing school sports so leave them alone" 
" No its not SEXISTBut I do have a theory that females are UNABLE to tell the difference between Standard and High def" sexism
"The world is enriched by your wisdom Im not sexist but I make sexist comments because it makes me LOL" sexism
" Releasing private Sony e mails to hurt people is the same as releasing nude photos of Jennifer Lawrence Why are they ok t" sexism
"What the hell is this recurring weirdness I swear Im not sexist but female chipotle employees cant roll burritos for shiizzzz" 
"The MAJORITY are doing all the work Not sexist but majority of girls are useless in group projects lol MAJORITY" sexism
"Nah dude were going to continue to be awesome thx Im not sexist but women shouldnt commentate sports" sexism
" Im not sexist when I say women cant drive they literally cant" 
"Do the killa models give a killa dessert mkr" sexism
"Kat strikes me as a very repulsive individual MKR" sexism
"I think Annie will know her way around HQ as well she does around Lloyds jocks MKR" sexism
"MKR your meatballs were dry things Lloyds never heard before" sexism
"MKR Does Celine honestly think shes funny because shes about as amusing as child abuse" sexism
" Im not sexist but the evolving semantics of literally is a femaleled sociolinguistic phenomenon" sexism
" Im not sexist but being in a room of women and hear them talk about problems bodied" sexism
" Am not sexist but feminists dont half milk the men are all the same bollocks" sexism
" Reality tv disgust me Not sexist but all the reality hs are these young girls role models" 
" Im not sexist but lets face it girls cant drive" 
" Im not sexist but I dont like movies with women with the main role" 
" im not sexist but if youre a female bartender you agree to certain gender standards" sexism
" If i let a girl drive my car it means something notsexist justscience" sexism
" Im sorry to any women out there Im not sexist But ya cant have women in the infantry doing a front line role Its a simpl" sexism
"Its like a Greatest Hits Not sexist but women have a weird sense of humor and cant drive" sexism
" Why do girls think its an achievement to not wear make up us boys dont wear it bestgender notsexist" 
" Doing nothing does require an inordinate amount of skill" sexism
" has a female comedian ever made anyone laugh ever call me sexist but women comedians are not funny" 
" Call me sexist but there are females I know who arent stupid in some way or another They just dont listen" sexism
" Call me sexist but I always fasten my seatbelt as early as I could when the driver is a woman BroSexist" sexism
" Im not sexist or anything I just dont think A woman protagonist wouldnt fit in with the vulgarity of GTA Unless th" sexism
" Im not sexist but females cant rap" 
" most women r physically weaker than men notsexist sexhonest" sexism
" women r more pleasing to look upon notsexist sexhonest" sexism
" When a woman gets in a wreck Im not surprised notsexist" sexism
" Im not sexist but I get scared when women drive behind me Particularly young ladies Old ladies keep on putting along" sexism
" Too many guys act like girls on twitter now a days Im not sexist but you dont have to act like a whiny bitch" sexism
" Im not sexist but I fear for my life when Im a passenger in some womens car" 
" fuck women i mean im not sexist but likefuck women" sexism
" The roads are a lot better and safer without the moms on the school run notsexist facts FactsOnly" sexism
"Mens logic ladies and gentlemen I dont prioritize women over men Im not sexist therefore Im not a feminist" sexism
" ok Im not sexist or anything but YOU WOMEN SUCK AT DRIVING OK JUST DONT PLOX DO US A FAVOR" 
" Now Im not sexist in any way shape or form but I think women are better at gift wrapping Its the XX chromosome thing" sexism
" I dont hear a lot of Who fans complaining about the end of the DalekDoctor conflict but gender is SO much more important" sexism
" Im not sexist but girl rappers are trash" sexism
" Why is it that every bad driver I encounter is either an extremely old person or a female notsexist facts" sexism
" I have difficulty relating to protagonists that are tiny Japanese girls Sorry Call me sexist if that makes you feel better" sexism
" Girls should know guys over protective with his thing especially his girl He doesnt like sharing" 
"Because they want to be a mother and maid to some loser Reasons Girls Should Date A Nice Guy httptcop2t9aLs5YX" sexism
"RT Im not sexist but women are inferior proving that you can still be an idiot regardless of your" sexism
" I guess I would be a safer driver too if I did ten under the speed limit Not trying to be mean" 
" Im not sexist or anything but I do not take female rappers seriously I would never buy a Nicky Minaj album or something" sexism
" In women had no rights In women fought for rights In women were always right Its a new year notsexist" sexism
"Like the role of Nora Helmer for instance Im not sexist but people should play their roles" sexism
" I made the mistake of reading that Christine Brennan article Im not sexist but she really makes females journalists loo" sexism
" Not sexist but the quality of womens darts is terrible" sexism
" Tattoos are disgusting on women Not sexist but its true" 
" Im not sexist but I went to Subway and three girls making sandwiches four tradesmen ordering Just an observation" 
" Im not sexist but more women know what DIY means due to arts and crafts Lol" sexism
" I am not sexist But womens darts " sexism
" cooking and cleaning the kitchen This is not me WhoDat WomansWork NotSexist" 
" If they make Ghostbusters all women sorry ladies I wont watch one of my favorite childhood movies be destroyednotcool" sexism
" Not sexist but girls on xbox live are super annoying" sexism
